"log_date"	"app_name"	"user_id"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"
"2013-10-31"	"game-01"	440128	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014	20078	0	0	0	0	0	84
"2013-10-31"	"game-01"	516101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13823	11098	0	0	0	0	0	10
"2013-10-31"	"game-01"	431831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	25752	0	0	0	0	0	34
"2013-10-31"	"game-01"	192394	0	0	0	0	0	0	0	0	10	14	0	0	0	2	2	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.85714	8	8	1332	21623	2	1	0	0	0	21
"2013-10-31"	"game-01"	252018	0	0	0	0	0	2	82	13.67	20	63	0	0	4	1	2	8	2	0	0	0	0	0	0	0	0.75	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.87302	14	15	11447	12035	3	2	6	0	0	15
"2013-10-31"	"game-01"	933122	0	0	0	0	4	0	0	0	148	120	26	3	24	9	10	26	3	0	0	0	0	0	0	0	0.92593	0.93919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.925	26	26	107933	1422	16	0	0	0	0	92
"2013-10-31"	"game-01"	107581	0	0	0	0	3	2	109	36.33	109	216	0	0	22	3	6	15	4	2	0	0	0	0	3	0.33333	0.94444	0.91743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0.81019	12	13	53089	4356	13	7	3	0	0	35
"2013-10-31"	"game-01"	742677	0	0	0	0	4	0	51	25.5	120	100	38	4	27	4	4	17	5	4	0	0	0	0	0	0	1	0.99167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.87	38	38	45720	5064	12	0	2	0	0	244
"2013-10-31"	"game-01"	866758	0	0	0	0	5	1	78	6.5	230	200	28	4	10	7	8	24	6	5	0	0	0	0	0	0	0.92593	0.94348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.84	28	28	111534	1327	23	0	12	0	0	91
"2013-10-31"	"game-01"	861643	0	0	0	0	0	0	0	0	30	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0.77778	0.93333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	23334	3	0	0	0	0	3
"2013-10-31"	"game-01"	496794	0	0	0	0	9	0	0	0	239	90	0	0	4	7	8	21	6	7	0	1	0	0	0	0	0.89474	0.89121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.73333	21	21	82663	2406	26	7	0	0	0	163
"2013-10-31"	"game-01"	999324	0	2	0	2	2	0	0	0	35	0	0	0	6	2	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5712	15357	5	5	0	0	0	130
"2013-10-31"	"game-01"	429137	0	1	0	0	1	1	14	14	40	35	0	0	5	4	4	7	3	1	0	1	0	0	1	0	0	0.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.88571	2	2	28583	7481	7	6	1	1	1	17
"2013-10-31"	"game-01"	796124	0	0	0	0	0	0	0	0	5	16	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.6875	1	1	2352	19427	1	1	0	1	1	4
"2013-10-31"	"game-01"	286418	0	0	0	0	8	1	112	56	180	160	0	0	22	6	6	21	6	5	0	1	0	0	2	0.5	0.9375	0.92778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.85625	36	36	73386	2882	18	0	2	0	0	196
"2013-10-31"	"game-01"	974271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	20557	0	0	0	0	0	3
"2013-10-31"	"game-01"	44644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	22788	0	0	0	0	0	4
"2013-10-31"	"game-01"	281925	0	0	0	0	5	2	52	17.33	192	210	0	0	14	6	7	15	4	5	0	0	0	0	2	0	1	0.93229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.79524	14	15	53573	4310	21	6	3	1	1	51
"2013-10-31"	"game-01"	199252	0	2	0	0	4	1	38	7.6	137	109	0	0	23	12	12	6	4	4	0	0	0	0	0	0	0.80952	0.86861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.85321	16	17	9313	13058	17	5	5	1	1	6
"2013-10-31"	"game-01"	964903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4445	16503	0	0	0	0	0	30
"2013-10-31"	"game-01"	429098	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	23185	0	0	0	0	0	72
"2013-10-31"	"game-01"	591933	0	0	0	0	1	0	0	0	114	72	0	0	12	2	4	17	3	3	0	0	0	0	0	0	1	0.92982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.86111	24	25	61584	3663	12	2	0	0	0	37
"2013-10-31"	"game-01"	700025	0	0	0	0	1	0	27	9	30	49	19	1	11	0	1	18	1	0	0	0	0	0	0	0	0.875	0.76667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.91837	19	20	41250	5612	3	0	3	0	0	16
"2013-10-31"	"game-01"	925875	0	0	0	0	3	0	37	18.5	75	70	25	1	8	3	3	14	1	3	0	0	0	0	0	0	1	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.81429	24	25	38254	5998	9	3	2	0	0	104
"2013-10-31"	"game-01"	110436	0	0	0	0	0	0	0	0	10	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32776	6787	1	0	0	0	0	64
"2013-10-31"	"game-01"	56021	0	0	0	0	1	0	222	55.5	10	0	0	0	17	1	1	0	0	0	0	0	0	0	0	0.75	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3267	17934	1	0	4	0	0	13
"2013-10-31"	"game-01"	68048	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	24780	0	0	0	0	0	66
"2013-10-31"	"game-01"	459721	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	26783	0	0	0	0	0	38
"2013-10-31"	"game-01"	892268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814	20497	0	0	0	0	0	2
"2013-10-31"	"game-01"	241826	0	0	0	0	1	0	0	0	28	80	14	1	2	1	1	8	2	1	0	0	0	0	0	0	0.6	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.8125	14	14	12540	11585	4	0	0	0	0	26
"2013-10-31"	"game-01"	101071	0	0	0	0	0	0	0	0	10	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	21935	1	0	0	0	0	21
"2013-10-31"	"game-01"	823545	0	0	0	0	7	0	0	0	321	200	23	7	21	13	13	31	7	7	0	0	0	0	0	0	0.95313	0.93146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.795	22	23	159115	524	35	9	0	1	0.9	158
"2013-10-31"	"game-01"	439040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3242	17977	0	0	0	0	0	3
"2013-10-31"	"game-01"	875982	0	0	0	0	2	0	0	0	67	8	25	1	9	3	3	2	1	2	0	1	0	0	0	0	0.92857	0.85075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	25	25	14315	10906	7	1	0	0	0	32
"2013-10-31"	"game-01"	583202	0	0	0	0	2	0	0	0	0	100	13	2	15	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.94	13	13	24395	8231	0	0	0	0	0	76
"2013-10-31"	"game-01"	662713	0	0	0	0	3	0	0	0	235	210	20	4	17	6	8	22	6	3	0	0	0	0	0	0	0.84615	0.91489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.85238	20	20	87474	2183	25	5	0	0	0	76
"2013-10-31"	"game-01"	499244	0	0	0	0	1	0	0	0	24	20	0	0	2	3	3	2	1	1	0	1	0	0	0	0	0.85714	0.91667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.95	12	12	12835	11454	4	2	0	0	0	48
"2013-10-31"	"game-01"	709249	0	0	0	0	5	0	57	11.4	145	120	28	3	35	9	9	16	3	5	0	0	0	0	0	0	0.96296	0.93793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.94167	28	28	44724	5166	15	1	5	0	0	59
"2013-10-31"	"game-01"	320605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4799	16140	0	0	0	0	0	6
"2013-10-31"	"game-01"	61046	0	0	0	0	2	1	18	18	77	70	28	3	6	3	3	13	3	1	0	0	0	0	0	0	0.9	0.96104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.87143	28	28	16414	10241	8	0	1	0	0	74
"2013-10-31"	"game-01"	421737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1866	20377	0	0	0	0	0	26
"2013-10-31"	"game-01"	104057	0	0	0	0	3	0	0	0	21	104	19	1	0	1	1	9	2	0	0	0	0	0	0	0	1	0.90476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.85577	19	20	14089	10983	3	0	0	0	0	34
"2013-10-31"	"game-01"	161064	0	0	0	0	0	0	57	8.14	29	30	0	0	4	3	3	4	3	0	0	0	0	0	1	0	1	0.82759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.9	16	16	2834	18619	5	0	7	1	0.85714	5
"2013-10-31"	"game-01"	92342	0	0	0	0	0	0	0	0	10	10	0	0	3	1	1	2	1	0	0	0	0	0	0	0	0.5	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.7	33	33	364	26012	2	0	0	0	0	103
"2013-10-31"	"game-01"	991190	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.875	5	5	412	24845	0	0	0	1	0.875	8
"2013-10-31"	"game-01"	919073	0	0	0	0	1	0	15	15	15	40	28	1	0	1	1	7	1	0	0	0	0	0	0	0	1	0.93333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.8	28	28	10270	12568	3	3	1	0	0	25
"2013-10-31"	"game-01"	21223	0	0	0	0	6	1	90	30	211	230	35	6	19	7	7	26	6	7	0	0	0	0	1	0.33333	0.82222	0.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0.94348	34	35	109344	1387	25	13	3	0	0	150
"2013-10-31"	"game-01"	315944	0	0	0	0	5	0	53	26.5	212	120	27	8	2	7	7	24	8	9	0	1	0	0	0	0.5	0.92727	0.91038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.84167	27	27	102271	1581	23	6	2	1	1	167
"2013-10-31"	"game-01"	98596	0	0	0	0	2	0	0	0	10	14	0	0	3	1	1	7	1	0	0	1	0	0	0	0	1	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	14	14	31126	7034	2	2	0	1	0.8	17
"2013-10-31"	"game-01"	858171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	22764	0	0	0	0	0	52
"2013-10-31"	"game-01"	4718	0	0	0	0	6	0	84	12	220	150	16	5	30	9	9	25	7	6	0	0	0	0	0	0	1	0.97727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.97333	15	16	109012	1393	26	10	7	0	0	232
"2013-10-31"	"game-01"	570919	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.92857	11	11	2230	19654	0	0	0	0	0	13
"2013-10-31"	"game-01"	703990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	25134	0	0	0	0	0	5
"2013-10-31"	"game-01"	812395	0	0	0	0	1	0	0	0	59	140	0	0	7	2	3	8	3	0	0	0	0	0	0	0	0.77778	0.83051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.9	17	17	17737	9827	9	2	0	0	0	116
"2013-10-31"	"game-01"	85112	0	0	0	0	2	0	0	0	5	20	33	1	12	1	1	16	2	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.8	33	33	29479	7323	1	1	0	0	0	85
"2013-10-31"	"game-01"	16844	0	1	0	0	3	0	100	100	81	130	14	1	15	6	7	9	6	1	0	0	0	0	0	1	0.88235	0.91358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.86154	14	15	18736	9502	12	3	1	1	0.9	57
"2013-10-31"	"game-01"	868815	0	1	0	0	3	0	0	0	98	70	33	4	1	5	5	14	4	3	0	1	0	0	0	0	0.80952	0.89796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.82857	33	33	38548	5959	11	2	0	0	0	45
"2013-10-31"	"game-01"	50129	0	1	0	0	9	0	0	0	256	100	36	3	30	9	9	13	7	13	0	0	0	0	0	0	0.98246	0.96094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.9	35	36	47164	4890	37	26	0	0	0	252
"2013-10-31"	"game-01"	32398	0	1	0	0	1	0	0	0	22	60	13	1	7	3	3	1	1	0	0	0	0	0	0	0	1	0.68182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.86667	13	13	2047	20015	3	1	0	0	0	108
"2013-10-31"	"game-01"	12040	0	0	0	0	2	0	20	10	67	100	0	0	24	2	3	9	3	2	0	0	0	0	0	0	0.92857	0.89552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.9	25	25	34016	6585	9	4	2	0	0	72
"2013-10-31"	"game-01"	175968	0	1	0	0	3	0	0	0	45	42	0	0	20	3	4	10	4	0	0	0	0	0	0	0	1	0.97778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.95238	8	8	21726	8722	7	5	0	0	0	9
"2013-10-31"	"game-01"	852523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	20816	0	0	0	0	0	3
"2013-10-31"	"game-01"	95335	0	0	0	0	0	0	0	0	7	7	0	0	4	1	1	0	0	1	0	0	0	0	0	0	1	0.85714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	13	14699	10770	1	1	0	0	0	20
"2013-10-31"	"game-01"	758987	0	0	0	0	7	1	0	0	285	110	37	3	41	9	10	26	7	15	0	0	0	0	0	0	0.88	0.89825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.80909	37	37	195289	263	39	35	0	0	0	248
"2013-10-31"	"game-01"	561849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3384	17747	0	0	0	0	0	79
"2013-10-31"	"game-01"	977678	0	0	0	0	0	1	0	0	22	62	0	0	0	3	4	6	4	0	0	0	0	0	2	0	1	0.95455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.85484	6	7	1207	21953	4	0	0	1	1	4
"2013-10-31"	"game-01"	819151	0	0	0	0	6	0	0	0	197	140	38	6	44	9	10	25	6	6	0	0	0	0	0	0	0.91667	0.86294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.76429	37	38	125644	966	23	11	0	0	0	235
"2013-10-31"	"game-01"	86055	0	0	0	0	4	0	0	0	60	160	23	5	0	3	3	18	5	3	0	0	0	0	0	0	0.81818	0.86667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.79375	22	23	37672	6085	6	0	0	0	0	69
"2013-10-31"	"game-01"	63947	0	0	0	0	1	1	0	0	48	110	0	0	5	0	2	15	2	1	0	0	0	0	1	0	1	0.89583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.82727	32	32	47457	4857	6	4	0	0	0	111
"2013-10-31"	"game-01"	527452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11406	12052	0	0	0	0	0	17
"2013-10-31"	"game-01"	361030	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.83333	8	8	1054	22426	0	0	0	0	0	9
"2013-10-31"	"game-01"	689622	0	0	0	0	3	0	0	0	30	60	24	1	1	0	1	24	1	0	0	0	0	0	0	0	1	0.93333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.93333	24	25	104720	1501	3	0	0	0	0	276
"2013-10-31"	"game-01"	527575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114	16840	0	0	0	0	0	2
"2013-10-31"	"game-01"	463091	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	25321	0	0	0	0	0	146
"2013-10-31"	"game-01"	998383	0	0	0	0	1	0	0	0	28	60	0	0	2	1	1	10	2	1	0	0	0	0	0	0	1	0.92857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.78333	21	21	27342	7671	4	0	0	0	0	128
"2013-10-31"	"game-01"	809554	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3428	17658	0	0	0	0	0	42
"2013-10-31"	"game-01"	382968	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7513	14073	0	0	0	0	0	7
"2013-10-31"	"game-01"	634090	0	0	0	0	1	0	0	0	35	48	0	0	2	2	2	2	2	1	0	1	0	0	0	0	0.85714	0.82857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.79167	6	6	1492	21220	4	0	0	0	0	26
"2013-10-31"	"game-01"	480245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030	20040	0	0	0	0	0	11
"2013-10-31"	"game-01"	151715	0	1	0	0	0	0	0	0	30	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0.81818	0.93333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	22261	3	0	0	0	0	31
"2013-10-31"	"game-01"	858247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469	16476	0	0	0	0	0	8
"2013-10-31"	"game-01"	353517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2828	18629	0	0	0	0	0	11
"2013-10-31"	"game-01"	882075	0	0	0	0	0	0	0	0	5	21	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	5	2288	19539	1	1	0	1	0.85714	4
"2013-10-31"	"game-01"	608630	0	0	0	0	1	1	57	19	171	190	0	0	0	3	5	30	4	1	0	0	0	0	1	0	0.97297	0.95322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.81053	20	20	149322	620	18	3	3	0	0	63
"2013-10-31"	"game-01"	745353	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19947	9170	0	0	0	0	0	108
"2013-10-31"	"game-01"	123387	0	0	0	0	5	0	139	6.04	157	156	7	4	7	5	5	18	6	5	0	0	0	0	0	0	0.91667	0.93631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	2	7	46918	4914	16	1	23	0	0	11
"2013-10-31"	"game-01"	488987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21950	8677	0	0	0	0	0	33
"2013-10-31"	"game-01"	434101	0	0	0	0	4	0	0	0	155	50	0	0	12	3	3	18	3	7	0	0	0	0	0	0	0.91667	0.94194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.98	22	22	53841	4285	17	5	0	0	0	85
"2013-10-31"	"game-01"	293625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	26139	0	0	0	0	0	4
"2013-10-31"	"game-01"	737420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8434	13534	0	0	0	0	0	5
"2013-10-31"	"game-01"	478722	0	0	0	0	4	0	115	57.5	267	200	23	3	17	9	10	20	6	4	0	0	0	0	0	0.5	0.91667	0.94382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.94	23	23	79831	2540	27	1	2	1	0.95	87
"2013-10-31"	"game-01"	376957	0	0	0	0	6	0	0	0	64	80	0	0	6	5	5	7	5	3	0	1	0	0	0	0	0.9375	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.775	22	22	14825	10736	8	2	0	0	0	206
"2013-10-31"	"game-01"	196570	0	0	0	0	12	0	0	0	338	180	29	2	80	18	19	27	9	16	0	1	0	0	1	0	1	0.98225	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	21	0.89444	19	29	344958	43	47	42	0	0	0	305
"2013-10-31"	"game-01"	995425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564	21064	0	0	0	0	0	2
"2013-10-31"	"game-01"	446983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	22790	0	0	0	0	0	19
"2013-10-31"	"game-01"	882588	0	0	0	0	2	1	30	6	157	186	14	5	7	6	6	19	5	4	0	0	0	0	1	0	1	0.92357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.9086	5	14	50063	4606	16	1	5	0	0	166
"2013-10-31"	"game-01"	28636	0	0	0	0	2	3	90	11.25	110	240	0	0	8	2	3	19	4	2	0	0	0	0	3	0	0.93333	0.92727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0.875	18	19	76575	2717	11	0	8	1	0.95	51
"2013-10-31"	"game-01"	639240	0	0	0	0	7	0	34	11.33	286	190	0	0	29	8	9	21	9	9	0	1	0	0	0	0	0.88333	0.86364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.86316	36	36	76818	2707	32	8	3	0	0	251
"2013-10-31"	"game-01"	839555	0	0	0	0	4	0	76	25.33	130	140	0	0	6	3	4	17	4	3	0	0	0	0	0	0.33333	0.90476	0.89231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.95	14	14	51458	4486	15	4	3	0	0	105
"2013-10-31"	"game-01"	736534	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.77778	1	1	208	26771	0	0	0	0	0	7
"2013-10-31"	"game-01"	617349	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3136	18141	0	0	0	0	0	5
"2013-10-31"	"game-01"	765849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5963	15152	0	0	0	0	0	8
"2013-10-31"	"game-01"	332090	0	0	0	1	0	0	0	0	5	5	0	0	4	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5094	15886	1	1	0	0	0	3
